node,destination,Lat1,Long1,Lat2,Long2,value
17,20,38.3397,38.3083,38.3468,38.3140,0.9329517899125866
17,21,38.3397,38.3083,38.3513,38.3146,1.4019991922352484
17,22,38.3397,38.3083,38.3522,38.3167,1.5711632999495682
17,23,38.3397,38.3083,38.3525,38.3160,1.5737492440619238
18,0,38.3413,38.3106,38.2972,38.2961,5.0642355571539435
18,1,38.3413,38.3106,38.2986,38.2970,4.894023013082894
18,2,38.3413,38.3106,38.3009,38.2971,4.6440924703952415
18,3,38.3413,38.3106,38.3031,38.2959,4.43700798444655
18,4,38.3413,38.3106,38.3048,38.2944,4.297624728852889
18,5,38.3413,38.3106,38.3087,38.2939,3.906735431472932
18,6,38.3413,38.3106,38.3141,38.2953,3.305880080087941
18,7,38.3413,38.3106,38.3095,38.2940,3.8210217784391722
18,8,38.3413,38.3106,38.3180,38.2957,2.898564615836305
18,9,38.3413,38.3106,38.3175,38.3101,2.6468022687722694
18,10,38.3413,38.3106,38.3225,38.2948,2.5038691419238575
18,11,38.3413,38.3106,38.3243,38.2939,2.386438523664528
18,12,38.3413,38.3106,38.3290,38.2945,1.9602401860385354
18,13,38.3413,38.3106,38.3316,38.2973,1.5839834093749028
18,14,38.3413,38.3106,38.3331,38.2994,1.3362669058246948
18,15,38.3413,38.3106,38.3354,38.3031,0.9264377367826225
18,16,38.3413,38.3106,38.3381,38.3062,0.5233293208818949
18,17,38.3413,38.3106,38.3397,38.3083,0.2681239457796144
18,18,38.3413,38.3106,38.3413,38.3106,0.0
18,19,38.3413,38.3106,38.3441,38.3125,0.35269507840055553
18,20,38.3413,38.3106,38.3468,38.3140,0.6796635505378777
18,21,38.3413,38.3106,38.3513,38.3146,1.1653828132546165
18,22,38.3413,38.3106,38.3522,38.3167,1.323628465157848
18,23,38.3413,38.3106,38.3525,38.3160,1.331445174951848
19,0,38.3441,38.3125,38.2972,38.2961,5.40774169088307
19,1,38.3441,38.3125,38.2986,38.2970,5.2369537386032565
19,2,38.3441,38.3125,38.3009,38.2971,4.987951573740965
19,3,38.3441,38.3125,38.3031,38.2959,4.783456466034847
19,4,38.3441,38.3125,38.3048,38.2944,4.646464995073114
19,5,38.3441,38.3125,38.3087,38.2939,4.2575849124859815
19,6,38.3441,38.3125,38.3141,38.2953,3.6577164130547835
19,7,38.3441,38.3125,38.3095,38.2940,4.1720937849631765
19,8,38.3441,38.3125,38.3180,38.2957,3.2511689197202767
19,9,38.3441,38.3125,38.3175,38.3101,2.9651881919624605
19,10,38.3441,38.3125,38.3225,38.2948,2.8552029836805297
19,11,38.3441,38.3125,38.3243,38.2939,2.7348267439971923
19,12,38.3441,38.3125,38.3290,38.2945,2.2986797881267984
19,13,38.3441,38.3125,38.3316,38.2973,1.9207900760699788
19,14,38.3441,38.3125,38.3331,38.2994,1.6737635307667258
19,15,38.3441,38.3125,38.3354,38.3031,1.2680577923501786
19,16,38.3441,38.3125,38.3381,38.3062,0.8642965242432264
19,17,38.3441,38.3125,38.3397,38.3083,0.6111832855567161
19,18,38.3441,38.3125,38.3413,38.3106,0.35269507840055553
19,19,38.3441,38.3125,38.3441,38.3125,0.0
19,20,38.3441,38.3125,38.3468,38.3140,0.3274875367798122
19,21,38.3441,38.3125,38.3513,38.3146,0.8212826166696974
19,22,38.3441,38.3125,38.3522,38.3167,0.9723028601099208
19,23,38.3441,38.3125,38.3525,38.3160,0.9826424959094028
20,0,38.3468,38.3140,38.2972,38.2961,5.732073972922871
20,1,38.3468,38.3140,38.2986,38.2970,5.5609949761762465
20,2,38.3468,38.3140,38.3009,38.2971,5.312511886300887
20,3,38.3468,38.3140,38.3031,38.2959,5.109311264882807
20,4,38.3468,38.3140,38.3048,38.2944,4.973324504129947
20,5,38.3468,38.3140,38.3087,38.2939,4.585012657337833
20,6,38.3468,38.3140,38.3141,38.2953,3.985182868448529
20,7,38.3468,38.3140,38.3095,38.2940,4.4995530718017775
20,8,38.3468,38.3140,38.3180,38.2957,3.5781771173201937
20,9,38.3468,38.3140,38.3175,38.3101,3.275726928966961
20,10,38.3468,38.3140,38.3225,38.2948,3.178913253076417
20,11,38.3468,38.3140,38.3243,38.2939,3.054983071756458
20,12,38.3468,38.3140,38.3290,38.2945,2.6096074515534506
20,13,38.3468,38.3140,38.3316,38.2973,2.231160358642761
20,14,38.3468,38.3140,38.3331,38.2994,1.9854630720525837
20,15,38.3468,38.3140,38.3354,38.3031,1.5844774687670193
20,16,38.3468,38.3140,38.3381,38.3062,1.182626014652675
20,17,38.3468,38.3140,38.3397,38.3083,0.9329517899125866
20,18,38.3468,38.3140,38.3413,38.3106,0.6796635505378777
20,19,38.3468,38.3140,38.3441,38.3125,0.3274875367798122
20,20,38.3468,38.3140,38.3468,38.3140,0.0
20,21,38.3468,38.3140,38.3513,38.3146,0.5031060052500554
20,22,38.3468,38.3140,38.3522,38.3167,0.6449659080029773
20,23,38.3468,38.3140,38.3525,38.3160,0.657370072309688
21,0,38.3513,38.3146,38.2972,38.2961,6.228365780821422
21,1,38.3513,38.3146,38.2986,38.2970,6.057766574062378
21,2,38.3513,38.3146,38.3009,38.2971,5.808424467100754
21,3,38.3513,38.3146,38.3031,38.2959,5.602338117834712
21,4,38.3513,38.3146,38.3048,38.2944,5.462561526392509
21,5,38.3513,38.3146,38.3087,38.2939,5.069370802287421
21,6,38.3513,38.3146,38.3141,38.2953,4.46589127670127
21,7,38.3513,38.3146,38.3095,38.2940,4.983193819284951
21,8,38.3513,38.3146,38.3180,38.2957,4.05317299907363
21,9,38.3513,38.3146,38.3175,38.3101,3.7788329306407746
21,10,38.3513,38.3146,38.3225,38.2948,3.63837636229553
21,11,38.3513,38.3146,38.3243,38.2939,3.5032993892872804
21,12,38.3513,38.3146,38.3290,38.2945,3.0367329117938247
21,13,38.3513,38.3146,38.3316,38.2973,2.6598742917692078
21,14,38.3513,38.3146,38.3331,38.2994,2.4192685524856823
21,15,38.3513,38.3146,38.3354,38.3031,2.032656938816186
21,16,38.3513,38.3146,38.3381,38.3062,1.6404289740159992
21,17,38.3513,38.3146,38.3397,38.3083,1.4019991922352484
21,18,38.3513,38.3146,38.3413,38.3106,1.1653828132546165
21,19,38.3513,38.3146,38.3441,38.3125,0.8212826166696974
21,20,38.3513,38.3146,38.3468,38.3140,0.5031060052500554
21,21,38.3513,38.3146,38.3513,38.3146,0.0
21,22,38.3513,38.3146,38.3522,38.3167,0.2086835308110722
21,23,38.3513,38.3146,38.3525,38.3160,0.18085480679475796
22,0,38.3522,38.3167,38.2972,38.2961,6.374276022127688
22,1,38.3522,38.3167,38.2986,38.2970,6.2028589500592295
22,2,38.3522,38.3167,38.3009,38.2971,5.955024366724686
22,3,38.3522,38.3167,38.3031,38.2959,5.753266691771115
22,4,38.3522,38.3167,38.3048,38.2944,5.618144221014941
22,5,38.3522,38.3167,38.3087,38.2939,5.229878396337057
22,6,38.3522,38.3167,38.3141,38.2953,4.629506467688397
22,7,38.3522,38.3167,38.3095,38.2940,5.1443484412811875
22,8,38.3522,38.3167,38.3180,38.2957,4.2209885973528225
22,9,38.3522,38.3167,38.3175,38.3101,3.9011755372908907
22,10,38.3522,38.3167,38.3225,38.2948,3.815085380524405
22,11,38.3522,38.3167,38.3243,38.2939,3.684952364612311
22,12,38.3522,38.3167,38.3290,38.2945,3.2254768587536526
22,13,38.3522,38.3167,38.3316,38.2973,2.8477286461242777
22,14,38.3522,38.3167,38.3331,38.2994,2.6051897934981496
22,15,38.3522,38.3167,38.3354,38.3031,2.212794597481718
22,16,38.3522,38.3167,38.3381,38.3062,1.8156681410055342
22,17,38.3522,38.3167,38.3397,38.3083,1.5711632999495682
22,18,38.3522,38.3167,38.3413,38.3106,1.323628465157848
22,19,38.3522,38.3167,38.3441,38.3125,0.9723028601099208
22,20,38.3522,38.3167,38.3468,38.3140,0.6449659080029773
22,21,38.3522,38.3167,38.3513,38.3146,0.2086835308110722
22,22,38.3522,38.3167,38.3522,38.3167,0.0
22,23,38.3522,38.3167,38.3525,38.3160,0.0695607331254298
23,0,38.3525,38.3160,38.2972,38.2961,6.389427500716016
23,1,38.3525,38.3160,38.2986,38.2970,6.218364365158114
23,2,38.3525,38.3160,38.3009,38.2971,5.969834218314679
23,3,38.3525,38.3160,38.3031,38.2959,5.766071763489703
23,4,38.3525,38.3160,38.3048,38.2944,5.628717728769175
23,5,38.3525,38.3160,38.3087,38.2939,5.237967182257743
23,6,38.3525,38.3160,38.3141,38.2953,4.635932811652361
23,7,38.3525,38.3160,38.3095,38.2940,5.152099194983477
23,8,38.3525,38.3160,38.3180,38.2957,4.225118679227841
23,9,38.3525,38.3160,38.3175,38.3101,3.9257027128206827
23,10,38.3525,38.3160,38.3225,38.2948,3.8140271962980883
23,11,38.3525,38.3160,38.3243,38.2939,3.6807427612453374
23,12,38.3525,38.3160,38.3290,38.2945,3.2162450969632257
23,13,38.3525,38.3160,38.3316,38.2973,2.8391247510596216
23,14,38.3525,38.3160,38.3331,38.2994,2.5979462675267975
23,15,38.3525,38.3160,38.3354,38.3031,2.2093244857615013
23,16,38.3525,38.3160,38.3381,38.3062,1.8150179656432743
23,17,38.3525,38.3160,38.3397,38.3083,1.5737492440619238
23,18,38.3525,38.3160,38.3413,38.3106,1.331445174951848
23,19,38.3525,38.3160,38.3441,38.3125,0.9826424959094028
23,20,38.3525,38.3160,38.3468,38.3140,0.657370072309688
23,21,38.3525,38.3160,38.3513,38.3146,0.18085480679475796
23,22,38.3525,38.3160,38.3522,38.3167,0.0695607331254298
23,23,38.3525,38.3160,38.3525,38.3160,0.0
